peak	gene	distance	peak_type
chr16_2272936_2274431	E4F1	0	promoter
chr16_2286439_2286884	DNASE1L2	0	promoter
chr16_2300862_2302656	ECI1	0	promoter
chr16_2316944_2319359	RNPS1	0	promoter
chr16_2322735_2323143	RNPS1	-4323	distal
chr16_2389695_2392186	ABCA3	0	promoter
chr16_2472152_2472488	CCNF	-6907	distal
chr16_2473043_2473572	CCNF	-5823	distal
chr16_2478316_2480694	CCNF	0	promoter
chr16_2509359_2510689	C16orf59	0	promoter
chr16_2517516_2519125	NTN3	-2375	distal
chr16_2521198_2521717	NTN3	0	promoter
chr16_2523415_2526018	NTN3;TBC1D24	0;0	distal;promoter
chr16_2536736_2538747	TBC1D24	-4851	distal
chr16_2544236_2544506	TBC1D24	639	distal
chr16_2550939_2551859	RP11-20I23.1;TBC1D24	4907;0	distal;distal
chr16_2552909_2553337	RP11-20I23.1;TBC1D24	6877;0	distal;distal
chr16_2556915_2558236	ATP6V0C;RP11-20I23.1	-5635;0	distal;distal
chr16_2559908_2560427	ATP6V0C;RP11-20I23.1	-3444;0	distal;distal
chr16_2562894_2571674	AMDHD2;ATP6V0C;RP11-20I23.1;RP11-20I23.3	0;0;0;0	promoter;promoter;distal;promoter
chr16_2577131_2577390	AMDHD2;CEMP1;RP11-20I23.3	0;4019;0	distal;distal;distal
chr16_2579513_2583607	AMDHD2;CEMP1	0;0	distal;promoter
chr16_2585393_2588599	PDPK1	0	promoter
chr16_2590063_2591388	PDPK1	1899	distal
chr16_2610801_2611118	PDPK1	22637	distal
chr16_2653032_2654208	PDPK1	64868	distal
chr16_2657564_2658042	PDPK1	69400	distal
chr16_2710818_2711021	KCTD5	-21455	distal
chr16_2719976_2720476	KCTD5	-12000	distal
chr16_2722823_2724980	KCTD5	-7496	distal
chr16_2731975_2733275	KCTD5	0	promoter
chr16_2736827_2737825	KCTD5	4287	distal
chr16_2765240_2766257	PRSS27	3959	distal
chr16_2769680_2769752	PRSS27	464	distal
chr16_2770588_2771909	PRSS27	-373	promoter
chr16_2801514_2805514	SRRM2	0	promoter
chr16_2806604_2806849	SRRM2	-628	promoter
chr16_2812278_2812677	SRRM2	4802	distal
chr16_2814720_2815508	SRRM2	7244	distal
chr16_2817025_2817601	SRRM2	9549	distal
chr16_2818840_2820854	ELOB;SRRM2	6342;0	distal;distal
chr16_2821525_2822652	ELOB	4544	distal
chr16_2825143_2825500	ELOB	1696	distal
chr16_2826538_2828672	ELOB	0	promoter
chr16_2834859_2836048	PRSS33	660	distal
chr16_2843837_2844932	PRSS41	-3554	distal
chr16_2867160_2867353	PRSS21	0	promoter
chr16_2888808_2889321	ZG16B	8440	distal
chr16_2891110_2893289	ZG16B	10742	distal
chr16_2896738_2897137	PRSS22	11018	distal
chr16_2906241_2906618	PRSS22	1537	distal
chr16_2907519_2908353	PRSS22	0	promoter
chr16_2917771_2919022	PRSS22	-9601	distal
chr16_2924722_2925336	FLYWCH2	-7851	distal
chr16_2931875_2933930	FLYWCH2	0	promoter
chr16_2947216_2947443	FLYWCH2	13957	distal
chr16_2953874_2957679	FLYWCH1	-4259	distal
chr16_2961330_2962894	FLYWCH1	0	promoter
chr16_2969474_2970118	FLYWCH1	7475	distal
chr16_2976756_2977655	FLYWCH1	14757	distal
chr16_3006308_3006374	KREMEN2	-7571	distal
chr16_3011469_3015867	KREMEN2	0	promoter
chr16_3016611_3017654	KREMEN2;PAQR4	0;-1592	distal;distal
chr16_3018221_3020759	KREMEN2;PAQR4;PKMYT1	0;0;0	distal;promoter;distal
chr16_3029714_3031209	PKMYT1	0	promoter
chr16_3033429_3034282	PKMYT1	-2890	distal
chr16_3053471_3055055	CLDN9	-7402	distal
chr16_3057027_3058526	CLDN9	-3931	distal
chr16_3068176_3068459	CLDN6;TNFRSF12A	0;0	promoter;promoter
chr16_3069886_3074929	CLDN6;HCFC1R1;THOC6;TNFRSF12A	0;0;0;0	promoter;promoter;promoter;promoter
chr16_3077882_3080135	CCDC64B	2868	distal
chr16_3081384_3082068	CCDC64B	935	distal
chr16_3083778_3084095	CCDC64B	-776	promoter
chr16_3086073_3087006	CCDC64B	0	promoter
chr16_3095253_3097526	MMP25	0	promoter
chr16_3098562_3099035	MMP25	1881	distal
chr16_3104800_3105498	MMP25	8119	distal
chr16_3108205_3110089	IL32;MMP25	-5209;0	distal;distal
chr16_3114838_3116560	IL32	0	promoter
chr16_3117352_3118811	IL32	1540	distal
chr16_3120043_3120119	IL32	4231	distal
chr16_3124286_3125822	IL32	8474	distal
chr16_3126648_3127471	IL32	10836	distal
chr16_3136652_3137603	ZSCAN10	5258	distal
chr16_3144538_3145020	ZSCAN10	-1678	distal
chr16_3145742_3146783	ZSCAN10	2479	distal
chr16_3149664_3152513	ZSCAN10	-347	promoter
chr16_3155640_3157305	ZNF205	-5256	distal
chr16_3173530_3175255	ZNF213	-9669	distal
chr16_3179039_3180208	ZNF213	-4716	distal
chr16_3181737_3182188	ZNF213	-2736	distal
chr16_3184100_3185784	ZNF213	0	promoter
chr16_3199498_3203255	ZNF213	14360	distal
chr16_3205093_3205404	ZNF213	19955	distal
chr16_3207057_3210251	ZNF213	21919	distal
chr16_3215647_3216385	ZNF213	30509	distal
chr16_3220461_3222431	OR1F1	-31816	distal
chr16_3224231_3224392	OR1F1	-29855	distal
chr16_3232730_3233914	OR1F1	-20333	distal
chr16_3237677_3239751	OR1F1	-14496	distal
chr16_3241110_3241297	OR1F1	-12950	distal
chr16_3264881_3265955	OR1F1	10635	distal
chr16_3284504_3286246	ZNF200	0	promoter
chr16_3292758_3293142	MEFV;ZNF200	0;-7302	distal;distal
chr16_3306203_3307134	MEFV	0	promoter
chr16_3308664_3310240	MEFV	-2038	distal
chr16_3313249_3315242	ZNF263	0	promoter
chr16_3316936_3317307	ZNF263	3137	distal
chr16_3332225_3334186	ZNF263	0	promoter
chr16_3354923_3356231	TIGD7;ZNF75A	0;0	promoter;promoter
chr16_3414641_3415619	LA16c-306E5.2	0	promoter
chr16_3450371_3451951	LA16c-306E5.2;ZNF174;ZSCAN32	0;0;0	distal;promoter;promoter
chr16_3481642_3482288	LA16c-306E5.2;ZNF597	0;11254	distal;distal
chr16_3492876_3494448	LA16c-306E5.2;NAA60;ZNF597	0;0;0	distal;promoter;promoter
chr16_3506427_3506598	LA16c-306E5.2;NAA60	0;-1387	distal;distal
chr16_3507277_3509883	LA16c-306E5.2;NAA60	0;0	distal;promoter
chr16_3511077_3511652	LA16c-306E5.2;NAA60	0;2948	distal;distal
chr16_3518036_3518226	LA16c-306E5.2;NAA60	0;-7950	distal;distal
chr16_3549816_3551530	CLUAP1	0	promoter
chr16_3553376_3554104	CLUAP1	2359	distal
chr16_3559426_3560076	CLUAP1	0	promoter
chr16_3577239_3577622	CLUAP1	17346	distal
chr16_3597116_3597335	NLRC3	29954	distal
chr16_3598470_3598763	NLRC3	28526	distal
chr16_3626114_3629683	NLRC3	0	promoter
chr16_3630221_3630631	NLRC3	-2830	distal
chr16_3639361_3640011	NLRC3;SLX4	-11970;0	distal;distal
chr16_3641193_3641362	NLRC3;SLX4	-13802;0	distal;distal
chr16_3660379_3662394	SLX4	0	promoter
chr16_3668731_3669150	SLX4	-7133	distal
chr16_3675957_3676797	SLX4	-14359	distal
chr16_3687303_3687877	DNASE1	-5062	distal
chr16_3704162_3704654	DNASE1	2325	distal
chr16_3715559_3715886	TRAP1	12419	distal
chr16_3740328_3741063	TRAP1	-12024	distal
chr16_3766716_3768284	TRAP1	0	promoter
chr16_3817663_3817720	CREBBP;TRAP1	0;-50066	distal;distal
chr16_3839601_3840135	CREBBP;TRAP1	0;-72004	distal;distal
chr16_3868436_3869257	CREBBP	60864	distal
chr16_3904391_3905179	CREBBP	24942	distal
chr16_3906524_3907979	CREBBP	22142	distal
chr16_3911798_3912374	CREBBP	17747	distal
chr16_3913849_3913971	CREBBP	16150	distal
chr16_3921108_3921473	CREBBP	8648	distal
chr16_3928650_3931671	CREBBP	0	promoter
chr16_3988838_3989512	CREBBP	-58112	distal
chr16_4004501_4004654	CREBBP	-73775	distal
chr16_4010735_4011270	CREBBP	-80009	distal
chr16_4012630_4013660	ADCY9;CREBBP	0;-81904	distal;distal
chr16_4032952_4033461	ADCY9;CREBBP	0;-102226	distal;distal
chr16_4061223_4061866	ADCY9	104320	distal
chr16_4066573_4067243	ADCY9	98943	distal
chr16_4069286_4069708	ADCY9	96478	distal
chr16_4082751_4083158	ADCY9	83028	distal
chr16_4103323_4104003	ADCY9	62183	distal
chr16_4109864_4110415	ADCY9	55771	distal
chr16_4114844_4115514	ADCY9	50672	distal
chr16_4131502_4131890	ADCY9	34296	distal
chr16_4165167_4167156	ADCY9	0	promoter
chr16_4192163_4192816	ADCY9	-25978	distal
chr16_4229073_4229415	SRL	60329	distal
chr16_4232906_4234577	SRL	55167	distal
chr16_4244570_4245156	SRL	44588	distal
chr16_4250206_4250607	SRL	39137	distal
chr16_4295501_4295746	SRL	-3421	distal
chr16_4303117_4304542	SRL	-11037	distal
chr16_4311541_4311941	TFAP4	11135	distal
chr16_4313837_4313943	TFAP4	9133	distal
chr16_4320939_4324408	TFAP4	0	promoter
chr16_4338160_4338884	TFAP4	-15085	distal
chr16_4340495_4340824	TFAP4	-17420	distal
chr16_4356238_4358568	GLIS2	-6194	distal
chr16_4359439_4360233	GLIS2	-4529	distal
chr16_4363754_4366883	GLIS2	0	promoter
chr16_4369324_4369858	GLIS2	4563	distal
chr16_4375396_4375812	GLIS2	-6413	distal
chr16_4377620_4378633	GLIS2	-3592	distal
chr16_4380227_4380747	GLIS2	-1478	distal
chr16_4395859_4397516	CORO7-PAM16;PAM16	0;0	distal;promoter
chr16_4400572_4402114	CORO7-PAM16;PAM16	0;0	distal;promoter
chr16_4408991_4409700	CORO7;CORO7-PAM16;PAM16	0;0;-3384	distal;distal;distal
chr16_4410435_4410911	CORO7;CORO7-PAM16;PAM16	0;0;-4828	distal;distal;distal
chr16_4414210_4414417	CORO7;CORO7-PAM16;VASN	0;0;-7432	distal;distal;distal
chr16_4414995_4415383	CORO7;CORO7-PAM16;VASN	0;0;-6466	distal;distal;distal
chr16_4421360_4424155	CORO7;CORO7-PAM16;VASN	0;0;0	distal;distal;promoter
chr16_4425043_4425420	CORO7;CORO7-PAM16;VASN	0;0;3195	distal;distal;distal
chr16_4431576_4431898	CORO7;CORO7-PAM16;VASN	0;0;9728	distal;distal;distal
chr16_4435079_4435323	CORO7;CORO7-PAM16;VASN	0;0;13231	distal;distal;distal
chr16_4436441_4436575	CORO7;CORO7-PAM16;VASN	0;0;14593	distal;distal;distal
chr16_4441664_4442654	CORO7;CORO7-PAM16;VASN	0;0;19816	distal;distal;distal
chr16_4444830_4444841	CORO7;CORO7-PAM16	0;21747	distal;distal
chr16_4449211_4449721	CORO7;CORO7-PAM16	0;16867	distal;distal
chr16_4452396_4455213	CORO7;CORO7-PAM16	0;11375	distal;distal
chr16_4459339_4460056	CORO7;CORO7-PAM16	0;6532	distal;distal
chr16_4461856_4462227	CORO7;CORO7-PAM16	0;4361	distal;distal
chr16_4463929_4467418	CORO7;CORO7-PAM16	0;0	promoter;promoter
chr16_4470466_4471110	CORO7	-3802	distal
chr16_4474849_4476552	DNAJA3	0	promoter
chr16_4509197_4509982	NMRAL1	14641	distal
chr16_4515616_4516830	NMRAL1	7793	distal
chr16_4523890_4525026	HMOX2;NMRAL1	0;0	promoter;promoter
chr16_4525813_4528449	HMOX2;NMRAL1	0;0	promoter;promoter
chr16_4537920_4539110	HMOX2	-6749	distal
chr16_4554887_4556874	CDIP1;HMOX2	8236;0	distal;distal
chr16_4560980_4561902	CDIP1	3208	distal
chr16_4564540_4564953	CDIP1	157	distal
chr16_4565458_4566504	CDIP1	-349	promoter
chr16_4572857_4573437	CDIP1	-7748	distal
chr16_4576811_4577319	CDIP1	11152	distal
chr16_4579399_4579782	CDIP1	8689	distal
chr16_4584437_4584820	CDIP1	3651	distal
chr16_4585833_4586238	CDIP1	2233	distal
chr16_4587417_4589394	CDIP1	0	promoter
chr16_4598525_4599222	C16orf96	-7269	distal
chr16_4635382_4635861	C16orf96;UBALD1	0;25663	distal;distal
chr16_4663066_4667178	UBALD1	0	promoter
chr16_4673493_4676096	MGRN1	0	promoter
chr16_4697252_4697349	MGRN1	22291	distal
chr16_4699322_4699327	MGRN1	24361	distal
chr16_4700080_4700927	MGRN1	25119	distal
chr16_4710415_4711060	MGRN1;NUDT16L1	0;-32635	distal;distal
chr16_4713463_4715724	MGRN1;NUDT16L1	0;-27971	distal;distal
chr16_4726037_4727134	MGRN1;NUDT16L1	0;-16561	distal;distal
chr16_4729663_4730824	MGRN1;NUDT16L1	0;-12871	distal;distal
chr16_4732052_4733372	MGRN1;NUDT16L1	0;-10323	distal;distal
chr16_4741883_4745335	NUDT16L1	0	promoter
chr16_4783661_4785527	ANKS3;C16orf71	0;0	promoter;promoter
chr16_4816370_4819916	ZNF500	0	promoter
chr16_4832315_4832834	SEPT12	5513	distal
chr16_4850228_4853948	GLYR1;ROGDI	0;0	distal;promoter
chr16_4896319_4898710	GLYR1;UBN1	0;0	promoter;promoter
chr16_4997808_4998209	SEC14L5	-10109	distal
chr16_5006055_5006623	SEC14L5	-1695	distal
chr16_5007589_5008825	SEC14L5	0	promoter
chr16_5025998_5026481	SEC14L5	17681	distal
chr16_5083087_5084491	ALG1;NAGPA	0;0	promoter;promoter
chr16_5106334_5106780	ALG1;C16orf89	0;9192	distal;distal
chr16_5121244_5122731	ALG1	0	promoter
chr16_5134806_5135179	ALG1;EEF2KMT	12558;0	distal;distal
chr16_5142170_5142726	EEF2KMT	5017	distal
chr16_5146885_5149081	EEF2KMT	0	promoter
chr16_5289573_5289847	RBFOX1	0	promoter
chr16_6877297_6877640	RBFOX1	53488	distal
chr16_8617516_8618255	TMEM114	1752	distal
chr16_8632092_8632414	TMEM114	-9867	distal
chr16_8688016_8688341	METTL22	-27204	distal
chr16_8715057_8716327	METTL22	0	promoter
chr16_8726121_8727294	METTL22	10536	distal
chr16_8737902_8739184	METTL22	22317	distal
chr16_8748933_8749409	ABAT	-19013	distal
chr16_8754794_8755190	ABAT	-13232	distal
chr16_8767683_8769483	ABAT	0	promoter
chr16_8823565_8824114	ABAT	8990	distal
chr16_8842823_8843193	ABAT	28248	distal
chr16_8885770_8886115	PMM2	3091	distal
chr16_8890856_8892478	PMM2;TMEM186	0;0	promoter;promoter
chr16_8914070_8914353	PMM2	22347	distal
chr16_8926567_8927026	CARHSP1;PMM2	28544;0	distal;distal
chr16_8944231_8944751	CARHSP1	10819	distal
chr16_8961003_8963759	CARHSP1	0	promoter
chr16_8964615_8965392	CARHSP1	-1747	distal
chr16_8973884_8974707	RP11-77H9.1	-784	promoter
chr16_8979664_8980117	RP11-77H9.1	3110	distal
chr16_8984993_8986181	RP11-77H9.1;USP7	8439;0	distal;distal
chr16_9002665_9003039	RP11-77H9.1;USP7	26111;0	distal;distal
chr16_9025717_9026058	USP7	4528	distal
chr16_9029912_9030753	USP7	0	promoter
chr16_9035530_9036212	USP7	-4945	distal
chr16_9037940_9038973	USP7	-7355	distal
chr16_9045242_9045964	USP7	11377	distal
chr16_9050709_9051248	USP7	6093	distal
chr16_9051847_9053018	USP7	4323	distal
chr16_9053600_9054941	USP7	2400	distal
chr16_9055597_9058557	USP7	0	promoter
chr16_9060816_9061367	USP7	-3476	distal
chr16_9085873_9086168	USP7	-28533	distal
chr16_9102348_9103067	USP7	-45008	distal
chr16_9141559_9142113	C16orf72	-43392	distal
chr16_9146957_9147283	C16orf72	-38222	distal
chr16_9155200_9155740	C16orf72	-29765	distal
chr16_9171094_9171732	C16orf72	-13773	distal
chr16_9172610_9173318	C16orf72	-12187	distal
chr16_9175021_9175287	C16orf72	-10218	distal
chr16_9176152_9176798	C16orf72	-8707	distal
chr16_9183847_9187414	C16orf72	0	promoter
chr16_9188482_9188663	C16orf72	2978	distal
chr16_9189497_9189992	C16orf72	3993	distal
chr16_9191032_9194590	C16orf72	5528	distal
chr16_9196199_9197733	C16orf72	10695	distal
chr16_9199332_9199890	C16orf72	13828	distal
chr16_9201073_9202013	C16orf72	15569	distal
chr16_9203001_9204193	C16orf72	17497	distal
chr16_9206148_9206954	C16orf72	20644	distal
chr16_9207861_9209006	C16orf72	22357	distal
chr16_9209706_9210094	C16orf72	24202	distal
chr16_9210710_9210728	C16orf72	25206	distal
chr16_9213761_9214167	C16orf72	28257	distal
chr16_9216310_9216391	C16orf72	30806	distal
chr16_9216998_9220206	C16orf72	31494	distal
chr16_9220888_9222618	C16orf72	35384	distal
chr16_9226401_9227172	C16orf72	40897	distal
chr16_9228458_9229080	C16orf72	42954	distal
chr16_9232683_9234154	C16orf72	47179	distal
chr16_10350600_10351075	GRIN2A	-73990	distal
chr16_10391118_10391824	ATF7IP2	-88088	distal
chr16_10423295_10423813	ATF7IP2	-56099	distal
chr16_10427165_10427459	ATF7IP2	-52453	distal
chr16_10456132_10456436	ATF7IP2	-23476	distal
chr16_10479465_10480505	ATF7IP2	0	promoter
chr16_10594917_10595216	EMP2	57795	distal
chr16_10603370_10603867	EMP2	49144	distal
chr16_10608410_10608866	EMP2	44145	distal
chr16_10615523_10615950	EMP2	37061	distal
chr16_10646740_10647493	EMP2	5518	distal
chr16_10707656_10708051	EMP2	-33102	distal
chr16_10713253_10713709	EMP2	-38699	distal
chr16_10719943_10719952	EMP2	-45389	distal
chr16_10722655_10723449	EMP2;TEKT5	-48101;0	distal;distal
chr16_10830849_10831633	NUBP1	-6069	distal
chr16_10832206_10833160	NUBP1	-4542	distal
chr16_10837174_10838735	NUBP1	0	promoter
chr16_10846717_10847566	NUBP1	9006	distal
chr16_10859546_10860238	NUBP1;TVP23A	21835;0	distal;distal
chr16_10864734_10865206	NUBP1;TVP23A	27023;0	distal;distal
chr16_10886126_10886425	TVP23A	26032	distal
chr16_10893654_10893732	TVP23A	18725	distal
chr16_10900462_10901095	TVP23A	11362	distal
chr16_10915105_10915470	TVP23A	-2464	distal
chr16_10922693_10923302	TVP23A	-10052	distal
chr16_10926172_10926488	TVP23A	-13531	distal
chr16_10936852_10937321	TVP23A	-24211	distal
chr16_10940472_10941429	TVP23A	-27831	distal
chr16_10956187_10956832	CIITA	-14223	distal
chr16_10962181_10963090	CIITA	-7965	distal
chr16_10963956_10965875	CIITA	-5180	distal
chr16_10970174_10973768	CIITA	0	promoter
chr16_10974493_10974840	CIITA	3427	distal
chr16_10975549_10975655	CIITA	4483	distal
chr16_10979109_10979589	CIITA	8043	distal
chr16_10980689_10981438	CIITA	9623	distal
chr16_10982479_10982822	CIITA	11413	distal
chr16_10983805_10983836	CIITA	12739	distal
chr16_10985389_10986074	CIITA	14323	distal
chr16_10989221_10989565	CIITA	18155	distal
chr16_10990311_10991382	CIITA	19245	distal
chr16_11006454_11006888	CIITA;DEXI	0;29100	distal;distal
chr16_11012317_11013047	CIITA;DEXI	0;22941	distal;distal
chr16_11030921_11032821	DEXI	3167	distal
chr16_11034392_11036957	DEXI	0	promoter
chr16_11037862_11039278	CLEC16A	0	promoter
chr16_11043078_11043830	CLEC16A	4641	distal
chr16_11047571_11048395	CLEC16A	9134	distal
chr16_11057668_11059095	CLEC16A	19231	distal
chr16_11065292_11065725	CLEC16A	26855	distal
chr16_11075808_11075809	CLEC16A	37371	distal
chr16_11146124_11146728	CLEC16A	107687	distal
chr16_11171910_11172079	CLEC16A	133473	distal
chr16_11182049_11182398	CLEC16A	143612	distal
chr16_11187841_11189015	CLEC16A	149404	distal
chr16_11198680_11199732	CLEC16A;RMI2	0;-143774	distal;distal
chr16_11208499_11209147	CLEC16A;RMI2	0;-134359	distal;distal
chr16_11229196_11229675	CLEC16A;RMI2	0;-113831	distal;distal
chr16_11233819_11234179	CLEC16A;RMI2	0;-109327	distal;distal
chr16_11246941_11247255	CLEC16A;RMI2	0;-96251	distal;distal
chr16_11274285_11274773	CLEC16A;RMI2	0;-68733	distal;distal
chr16_11275665_11276392	CLEC16A;RMI2	0;-67114	distal;distal
chr16_11295697_11296254	RMI2	-47252	distal
chr16_11299776_11300874	RMI2	-42632	distal
chr16_11302620_11303723	RMI2	-39783	distal
chr16_11312978_11313475	RMI2	-30031	distal
chr16_11317833_11320035	RMI2	-23471	distal
chr16_11326477_11328313	RMI2	-15193	distal
chr16_11330622_11331273	RMI2	-12233	distal
chr16_11334590_11334997	RMI2	-8509	distal
chr16_11339986_11340910	RMI2	-2596	distal
chr16_11342069_11351724	RMI2;SOCS1	0;0	promoter;promoter
chr16_11352229_11353320	RMI2;SOCS1	0;-2173	distal;distal
chr16_11357565_11358244	RMI2;TNP2	0;4945	distal;distal
chr16_11373123_11373321	PRM1;RMI2	1886;0	distal;distal
chr16_11377872_11378134	PRM1;RMI2	-2666;0	distal;distal
chr16_11391098_11392170	PRM1;RMI2	-15892;0	distal;distal
chr16_11400885_11401606	PRM1;RMI2	-25679;0	distal;distal
chr16_11402649_11403058	PRM1;RMI2	-27443;0	distal;distal
chr16_11403701_11404155	PRM1;RMI2	-28495;0	distal;distal
chr16_11404805_11407055	PRM1;RMI2	-29599;0	distal;distal
chr16_11419440_11420123	RMI2	-19165	distal
chr16_11421189_11423186	RMI2	-16102	distal
chr16_11438745_11439955	RMI2	0	promoter
chr16_11443401_11444312	RMI2	4095	distal
chr16_11448178_11449416	RMI2	8872	distal
chr16_11450480_11450986	RMI2	11174	distal
chr16_11455406_11456397	RMI2	16100	distal
chr16_11457191_11457365	RMI2	17885	distal
chr16_11464244_11464976	RMI2	24938	distal
chr16_11465589_11465961	CTD-3088G3.8;RMI2	0;26283	distal;distal
chr16_11473282_11473741	CTD-3088G3.8;RMI2	0;33976	distal;distal
chr16_11489991_11490646	CTD-3088G3.8;RMI2	0;50685	distal;distal
chr16_11499386_11499832	CTD-3088G3.8;RMI2	0;60080	distal;distal
chr16_11501270_11501797	CTD-3088G3.8;RMI2	0;61964	distal;distal
chr16_11504169_11504862	CTD-3088G3.8;RMI2	0;64863	distal;distal
chr16_11517375_11517695	CTD-3088G3.8;RMI2	0;78069	distal;distal
chr16_11522211_11522511	CTD-3088G3.8;RMI2	0;82905	distal;distal
chr16_11552192_11552680	CTD-3088G3.8	64764	distal
chr16_11591176_11591756	CTD-3088G3.8	25688	distal
chr16_11600620_11601264	CTD-3088G3.8	16180	distal
chr16_11625767_11626616	CTD-3088G3.8	-8324	distal
chr16_11629894_11630399	CTD-3088G3.8	-12451	distal
chr16_11633606_11633993	CTD-3088G3.8	-16163	distal
chr16_11644897_11645189	LITAF	5403	distal
chr16_11650662_11651715	LITAF	-71	promoter
chr16_11654146_11656161	LITAF	-3555	distal
chr16_11656722_11658006	LITAF	-6131	distal
chr16_11664669_11664745	LITAF	-14078	distal
chr16_11665821_11667310	LITAF	12919	distal
chr16_11669297_11669779	LITAF	10450	distal
chr16_11670434_11671459	LITAF	8770	distal
chr16_11673965_11674290	LITAF	5939	distal
chr16_11675585_11676430	LITAF	3799	distal
chr16_11677659_11681761	LITAF	0	promoter
chr16_11690385_11692869	LITAF	-8967	distal
chr16_11702819_11703164	LITAF	19902	distal
chr16_11705786_11708252	LITAF	14814	distal
chr16_11712904_11713766	LITAF	9300	distal
chr16_11715318_11716569	LITAF	6497	distal
chr16_11718441_11719398	LITAF	3668	distal
chr16_11722838_11723790	LITAF	0	promoter
chr16_11726133_11726782	LITAF	-3068	distal
chr16_11733781_11735665	LITAF	-10716	distal
chr16_11748200_11748584	SNN	-13686	distal
chr16_11758638_11759517	SNN	-2753	distal
chr16_11761444_11765139	SNN	0	promoter
chr16_11765845_11767458	SNN	3576	distal
chr16_11768821_11768925	SNN	6552	distal
chr16_11772108_11772639	SNN	9839	distal
chr16_11774103_11774533	SNN;TXNDC11	11834;0	distal;distal
chr16_11775294_11777068	SNN;TXNDC11	13025;0	distal;distal
chr16_11782883_11783527	SNN;TXNDC11	20614;0	distal;distal
